SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,52,二氧化氮,普通,2.3,0.56,11.6,22.0,19.0,14.0,32.8,37.9,5.1,1.1,90,2021-02-28 23:00,nan,0.4,10.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,50,nan,良好,2.6,0.53,14.9,24.0,22.0,7.0,30.5,34.9,4.4,1.4,79,2021-02-28 22:00,nan,0.4,9.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,40,nan,良好,2.6,0.44,20.8,26.0,18.0,7.0,24.7,27.3,2.5,1.4,83,2021-02-28 21:00,nan,0.4,10.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,38,nan,良好,2.3,0.42,21.6,27.0,16.0,9.0,23.3,26.1,2.7,1.8,91,2021-02-28 20:00,nan,0.4,11.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,38,nan,良好,3.2,0.42,21.8,28.0,20.0,10.0,23.6,26.2,2.6,2,73,2021-02-28 19:00,nan,0.4,11.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,35,nan,良好,3.1,0.38,26.4,28.0,21.0,10.0,19.6,22.4,2.8,2.2,81,2021-02-28 18:00,nan,0.4,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,35,nan,良好,1.4,0.38,29.4,28.0,24.0,15.0,17.8,21.3,3.5,1.5,66,2021-02-28 17:00,nan,0.4,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,1.1,0.36,31.7,27.0,25.0,9.0,14.7,18.7,4.0,1.8,72,2021-02-28 16:00,nan,0.4,10.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,1.2,0.46,29.8,25.0,24.0,10.0,16.2,19.6,3.3,1.8,85,2021-02-28 15:00,nan,0.4,10.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,35,nan,良好,1.0,0.45,33.2,25.0,21.0,10.0,11.6,15.2,3.5,0.9,280,2021-02-28 14:00,nan,0.4,11.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,35,nan,良好,0.9,0.51,26.9,24.0,20.0,13.0,15.3,19.2,3.9,2,289,2021-02-28 13:00,nan,0.4,11.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,1.2,0.34,30.3,25.0,16.0,10.0,11.8,15.0,3.1,1.2,78,2021-02-28 12:00,nan,0.3,10.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,1.3,0.44,23.7,25.0,21.0,14.0,16.7,20.0,3.2,1.9,85,2021-02-28 11:00,nan,0.3,10.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,29,nan,良好,1.1,0.5,20.8,26.0,25.0,13.0,16.4,18.9,2.5,0.7,282,2021-02-28 10:00,nan,0.3,9.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,26,nan,良好,0.8,0.5,20.6,28.0,24.0,9.0,15.8,17.3,1.4,1.1,269,2021-02-28 09:00,nan,0.3,8.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,0.6,0.33,21.4,29.0,16.0,11.0,15.1,16.8,1.6,0.6,269,2021-02-28 08:00,nan,0.3,8.0,18.0,1.0,121.507972,25.046503,13
萬華,臺北市,28,nan,良好,0.6,0.29,24.9,30.0,16.0,6.0,11.9,13.2,1.3,1,101,2021-02-28 07:00,nan,0.3,8.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,28,nan,良好,0.9,0.3,28.6,30.0,18.0,6.0,8.6,9.3,0.6,0.7,103,2021-02-28 06:00,nan,0.3,8.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,0.8,0.29,33.5,28.0,20.0,7.0,6.7,7.6,0.8,0.4,216,2021-02-28 05:00,nan,0.3,8.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.0,0.33,31.7,25.0,24.0,9.0,9.1,9.6,0.4,0.8,293,2021-02-28 04:00,nan,0.4,8.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,0.8,0.34,32.4,23.0,20.0,9.0,9.6,10.4,0.8,0.5,247,2021-02-28 03:00,nan,0.4,8.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,0.9,0.35,32.8,21.0,18.0,6.0,10.8,11.6,0.8,0.8,287,2021-02-28 02:00,nan,0.4,8.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,29,nan,良好,1.1,0.24,32.6,20.0,18.0,6.0,11.5,13.2,1.7,0.6,69,2021-02-28 01:00,nan,0.4,9.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,30,nan,良好,2.2,0.36,26.8,18.0,19.0,9.0,17.2,19.1,1.8,0.7,105,2021-02-28 00:00,nan,0.5,9.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,2.3,0.5,23.1,18.0,22.0,9,20.9,23.1,2.2,1,267,2021-02-27 23:00,nan,0.5,10,19,1.0,121.507972,25.046503,13
