SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,39,nan,良好,3.1,0.29,9.0,24.0,26.0,11.0,13.7,15.4,1.7,0.7,276,2021-06-30 23:00,nan,0.3,12.0,29.0,2.0,121.507972,25.046503,13
萬華,臺北市,39,nan,良好,3.3,0.33,11.2,28.0,24.0,10.0,14.2,15.7,1.5,0.8,263,2021-06-30 22:00,nan,0.3,12.0,30.0,2.0,121.507972,25.046503,13
萬華,臺北市,42,nan,良好,3.7,0.33,15.1,32.0,25.0,12.0,12.8,14.0,1.2,1.1,262,2021-06-30 21:00,nan,0.3,13.0,32.0,2.0,121.507972,25.046503,13
萬華,臺北市,43,nan,良好,3.3,0.38,19.3,36.0,32.0,11.0,13.0,14.6,1.6,1.6,271,2021-06-30 20:00,nan,0.3,13.0,33.0,2.0,121.507972,25.046503,13
萬華,臺北市,43,nan,良好,3.0,0.43,27.4,40.0,34.0,10.0,14.2,15.1,0.8,2.3,268,2021-06-30 19:00,nan,0.2,13.0,33.0,2.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,3.0,0.4,33.9,42.0,36.0,15.0,13.4,15.1,1.7,2.9,271,2021-06-30 18:00,nan,0.2,14.0,32.0,2.0,121.507972,25.046503,13
萬華,臺北市,42,nan,良好,3.4,0.3,40.5,41.0,37.0,17.0,12.8,14.7,1.8,2,271,2021-06-30 17:00,nan,0.2,13.0,31.0,2.0,121.507972,25.046503,13
萬華,臺北市,39,nan,良好,3.3,0.24,40.7,39.0,35.0,12.0,10.4,12.5,2.1,2.3,272,2021-06-30 16:00,nan,0.2,12.0,29.0,2.0,121.507972,25.046503,13
萬華,臺北市,41,nan,良好,2.7,0.22,39.8,35.0,32.0,16.0,8.4,10.5,2.0,2.6,267,2021-06-30 15:00,nan,0.2,13.0,29.0,2.0,121.507972,25.046503,13
萬華,臺北市,39,nan,良好,2.4,0.22,41.1,31.0,35.0,12.0,7.8,9.5,1.7,2.9,273,2021-06-30 14:00,nan,0.3,12.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,39,nan,良好,2.4,0.22,47.3,26.0,30.0,14.0,6.9,8.4,1.4,3.2,276,2021-06-30 13:00,nan,0.2,12.0,26.0,1.0,121.507972,25.046503,13
萬華,臺北市,34,nan,良好,3.4,0.35,55.1,22.0,39.0,20.0,10.9,12.4,1.4,3.1,269,2021-06-30 12:00,nan,0.2,10.0,24.0,1.0,121.507972,25.046503,13
萬華,臺北市,25,nan,良好,3.2,0.25,39.4,16.0,26.0,nan,nan,nan,nan,3.2,261,2021-06-30 11:00,nan,0.2,8.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,24,nan,良好,3.8,0.33,27.6,13.0,nan,13.0,nan,nan,nan,2.1,267,2021-06-30 10:00,nan,0.2,8.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,19,nan,良好,3.4,0.4,21.6,12.0,23.0,6.0,nan,nan,nan,1.3,274,2021-06-30 09:00,nan,0.2,6.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,19,nan,良好,2.6,0.38,11.0,11.0,19.0,7.0,nan,nan,nan,1.2,301,2021-06-30 08:00,nan,0.1,6.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,18,nan,良好,2.4,0.27,5.9,12.0,15.0,6.0,nan,nan,nan,0.6,161,2021-06-30 07:00,nan,0.1,6.0,15.0,1.0,121.507972,25.046503,13
萬華,臺北市,19,nan,良好,2.0,0.18,8.0,13.0,19.0,3.0,nan,nan,nan,0.7,163,2021-06-30 06:00,nan,0.1,6.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,21,nan,良好,1.9,0.15,8.8,15.0,21.0,5.0,nan,nan,nan,0.9,138,2021-06-30 05:00,nan,0.1,7.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,23,nan,良好,1.9,0.14,9.7,16.0,18.0,6.0,nan,nan,nan,0.8,172,2021-06-30 04:00,nan,0.1,7.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,24,nan,良好,1.8,0.14,16.8,17.0,4.0,7.0,nan,nan,nan,1,138,2021-06-30 03:00,nan,0.2,7.0,12.0,1.0,121.507972,25.046503,13
萬華,臺北市,25,nan,良好,2.3,0.14,14.6,18.0,17.0,7.0,nan,nan,nan,1.1,236,2021-06-30 02:00,nan,0.2,8.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,25,nan,良好,1.6,0.17,17.0,19.0,12.0,7.0,5.1,6.6,1.5,1,151,2021-06-30 01:00,nan,0.2,8.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,24,nan,良好,1.1,0.18,17.5,20.0,10.0,9.0,6.4,7.8,1.3,1.7,228,2021-06-30 00:00,nan,0.2,8.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,23,nan,良好,1.1,0.22,16.7,22.0,8.0,8.0,7.5,10.3,2.7,1.5,246,2021-06-29 23:00,nan,0.2,7.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,23,nan,良好,1.7,0.25,19.0,25.0,12.0,7.0,6.6,9.2,2.6,1.3,235,2021-06-29 22:00,nan,0.2,7.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,25,nan,良好,1.6,0.26,19.7,27.0,11.0,5.0,6.6,9.0,2.3,1.7,269,2021-06-29 21:00,nan,0.2,8.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.6,0.31,19.4,29.0,12.0,6.0,8.2,10.3,2.1,2.5,270,2021-06-29 20:00,nan,0.2,8.0,18.0,1.0,121.507972,25.046503,13
萬華,臺北市,29,nan,良好,1.9,0.39,20.1,31.0,19.0,8.0,10.1,13.5,3.4,2.7,268,2021-06-29 19:00,nan,0.2,8.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,30,nan,良好,1.1,0.37,23.6,32.0,16.0,9.0,9.5,12.8,3.3,1.8,249,2021-06-29 18:00,nan,0.2,8.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,30,nan,良好,0.8,0.25,28.7,32.0,21.0,8.0,8.0,11.3,3.3,2.3,265,2021-06-29 17:00,nan,0.2,8.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,29,nan,良好,0.8,0.24,36.5,31.0,26.0,8.0,7.3,10.4,3.1,2.3,275,2021-06-29 16:00,nan,0.2,8.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,28,nan,良好,0.8,0.23,35.6,30.0,30.0,9.0,6.7,10.0,3.2,2.9,254,2021-06-29 15:00,nan,0.2,8.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,0.9,0.23,35.3,28.0,20.0,8.0,7.4,9.6,2.2,2.2,250,2021-06-29 14:00,nan,0.2,8.0,18.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.4,0.25,36.6,27.0,16.0,8.0,7.5,10.7,3.2,2.4,254,2021-06-29 13:00,nan,0.2,8.0,18.0,1.0,121.507972,25.046503,13
萬華,臺北市,26,nan,良好,1.5,0.29,35.9,24.0,24.0,12.0,10.1,14.2,4.0,1.8,273,2021-06-29 12:00,nan,0.2,8.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,23,nan,良好,2.1,0.32,26.8,22.0,22.0,9.0,12.2,17.9,5.7,1.7,177,2021-06-29 11:00,nan,0.2,7.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,21,nan,良好,1.7,0.29,22.9,20.0,19.0,7.0,9.0,13.3,4.3,1.4,254,2021-06-29 10:00,nan,0.2,7.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,20,nan,良好,1.5,0.29,24.5,18.0,13.0,5.0,6.6,10.3,3.6,2.2,245,2021-06-29 09:00,nan,0.1,6.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,22,nan,良好,1.3,0.29,24.5,16.0,21.0,6.0,6.3,9.4,3.1,2.8,257,2021-06-29 08:00,nan,0.1,7.0,15.0,1.0,121.507972,25.046503,13
萬華,臺北市,24,nan,良好,1.0,0.19,25.1,13.0,16.0,5.0,5.6,7.2,1.6,1.7,247,2021-06-29 07:00,nan,0.2,7.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,25,nan,良好,0.8,0.15,22.5,10.0,10.0,4.0,4.0,5.9,1.8,1.7,276,2021-06-29 06:00,nan,0.2,8.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.5,0.13,17.0,8.0,15.0,7.0,3.9,5.3,1.4,1.6,236,2021-06-29 05:00,nan,0.2,8.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,28,nan,良好,1.6,0.14,14.4,7.0,14.0,11.0,5.1,7.2,2.1,0.9,212,2021-06-29 04:00,nan,0.2,9.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.6,0.17,12.8,7.0,9.0,8.0,6.2,7.9,1.6,1.2,253,2021-06-29 03:00,nan,0.3,8.0,15.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.7,0.22,7.5,7.0,19.0,8.0,4.6,8.4,3.8,1,261,2021-06-29 02:00,nan,0.3,8.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,27,nan,良好,1.7,0.25,6.8,8.0,15.0,10.0,7.0,7.7,0.6,1,151,2021-06-29 01:00,nan,0.3,8.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,26,nan,良好,2.6,0.41,1.4,9.0,16.0,11.0,15.5,20.9,5.3,1,144,2021-06-29 00:00,nan,0.4,8.0,15.0,1.0,121.507972,25.046503,13
