SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,34,nan,良好,1.0,0.32,28.0,27.0,15.0,9.0,18.2,19.9,1.6,1.8,93,2021-12-31 23:00,nan,0.3,11,19,1,121.507972,25.046503,13
萬華,臺北市,37,nan,良好,0.9,0.31,27.0,28.0,15.0,11.0,19.7,21.5,1.8,2.1,91,2021-12-31 22:00,nan,0.3,11,22,1,121.507972,25.046503,13
萬華,臺北市,38,nan,良好,0.9,0.31,27.2,29.0,14.0,10.0,19.3,20.9,1.6,2.6,85,2021-12-31 21:00,nan,0.3,12,25,1,121.507972,25.046503,13
萬華,臺北市,41,nan,良好,0.9,0.33,27.7,30.0,15.0,9.0,19.3,21.1,1.7,2.4,86,2021-12-31 20:00,nan,0.3,13,27,1,121.507972,25.046503,13
萬華,臺北市,42,nan,良好,0.9,0.34,28.6,31.0,24.0,11.0,18.7,20.9,2.2,2.8,106,2021-12-31 19:00,nan,0.3,13,29,1,121.507972,25.046503,13
萬華,臺北市,43,nan,良好,0.9,0.37,25.3,31.0,30.0,10.0,22.4,25.1,2.6,2.5,81,2021-12-31 18:00,nan,0.3,13,30,1,121.507972,25.046503,13
萬華,臺北市,45,nan,良好,1.1,0.32,26.9,32.0,25.0,16.0,20.9,23.7,2.8,2.1,76,2021-12-31 17:00,nan,0.3,14,30,1,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,1.3,0.29,29.6,31.0,25.0,9.0,18.4,21.1,2.7,2.1,94,2021-12-31 16:00,nan,0.3,14,31,1,121.507972,25.046503,13
萬華,臺北市,47,nan,良好,1.0,0.26,34.6,31.0,28.0,11.0,14.5,16.7,2.2,3.2,90,2021-12-31 15:00,nan,0.3,14,34,1,121.507972,25.046503,13
萬華,臺北市,52,細懸浮微粒,普通,1.5,0.28,34.7,31.0,31.0,12.0,13.8,16.4,2.5,2.5,102,2021-12-31 14:00,nan,0.3,16,36,1,121.507972,25.046503,13
萬華,臺北市,56,細懸浮微粒,普通,1.7,0.3,35.2,32.0,36.0,15.0,12.8,15.8,2.9,2.6,93,2021-12-31 13:00,nan,0.3,17,37,1,121.507972,25.046503,13
萬華,臺北市,58,細懸浮微粒,普通,1.7,0.32,36.1,33.0,43.0,15.0,12.1,15.4,3.2,4.2,92,2021-12-31 12:00,nan,0.3,18,37,1,121.507972,25.046503,13
萬華,臺北市,59,細懸浮微粒,普通,1.6,0.34,33.1,33.0,41.0,21.0,15.5,19.3,3.8,2.9,83,2021-12-31 11:00,nan,0.3,19,36,1,121.507972,25.046503,13
萬華,臺北市,59,細懸浮微粒,普通,1.5,0.37,26.9,34.0,40.0,20.0,22.1,27.2,5.0,2.9,85,2021-12-31 10:00,nan,0.3,19,35,1,121.507972,25.046503,13
萬華,臺北市,58,細懸浮微粒,普通,1.1,0.39,23.9,35.0,35.0,20.0,24.2,27.8,3.5,2.6,96,2021-12-31 09:00,nan,0.3,18,34,1,121.507972,25.046503,13
萬華,臺北市,58,細懸浮微粒,普通,1.0,0.37,28.4,37.0,35.0,16.0,20.5,22.3,1.8,2.1,96,2021-12-31 08:00,nan,0.3,18,34,1,121.507972,25.046503,13
萬華,臺北市,60,細懸浮微粒,普通,1.2,0.31,35.2,38.0,32.0,17.0,12.6,13.5,0.9,1.6,88,2021-12-31 07:00,nan,0.3,19,36,1,121.507972,25.046503,13
萬華,臺北市,62,細懸浮微粒,普通,1.2,0.29,39.9,37.0,28.0,16.0,8.8,9.7,0.8,1.5,84,2021-12-31 06:00,nan,0.3,20,37,1,121.507972,25.046503,13
萬華,臺北市,65,細懸浮微粒,普通,1.3,0.3,42.0,36.0,30.0,14.0,8.5,9.3,0.8,1.9,88,2021-12-31 05:00,nan,0.4,21,39,1,121.507972,25.046503,13
萬華,臺北市,68,細懸浮微粒,普通,1.5,0.32,40.7,34.0,36.0,14.0,9.7,10.4,0.7,1.5,89,2021-12-31 04:00,nan,0.4,23,42,1,121.507972,25.046503,13
