SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,78,細懸浮微粒,普通,2.5,0.91,14.2,53.0,39.0,19.0,38.1,43.1,4.9,1,149,2021-04-30 23:00,nan,0.8,26.0,49.0,1.0,121.507972,25.046503,13
萬華,臺北市,84,細懸浮微粒,普通,3.0,1.01,14.5,61.0,45.0,27.0,51.6,57.5,5.9,1,124,2021-04-30 22:00,nan,0.7,29.0,52.0,1.0,121.507972,25.046503,13
萬華,臺北市,108,臭氧八小時,對敏感族群不健康,5.0,0.97,20.3,73.0,52.0,30.0,59.4,65.2,5.7,1.1,160,2021-04-30 21:00,nan,0.7,29.0,54.0,1.0,121.507972,25.046503,13
萬華,臺北市,143,臭氧八小時,對敏感族群不健康,3.4,0.95,57.6,83.0,64.0,35.0,45.0,47.4,2.4,0.5,252,2021-04-30 20:00,nan,0.7,26.0,53.0,1.0,121.507972,25.046503,13
萬華,臺北市,150,臭氧八小時,對敏感族群不健康,1.8,0.83,84.9,85.0,65.0,39.0,33.5,35.5,1.9,0.9,11,2021-04-30 19:00,nan,0.6,24.0,47.0,1.0,121.507972,25.046503,13
萬華,臺北市,140,臭氧八小時,對敏感族群不健康,1.6,0.76,86.4,82.0,67.0,31.0,32.4,35.2,2.8,1.6,19,2021-04-30 18:00,nan,0.6,20.0,42.0,1.0,121.507972,25.046503,13
萬華,臺北市,118,臭氧八小時,對敏感族群不健康,1.0,0.6,76.1,76.0,42.0,16.0,26.7,30.1,3.4,2,12,2021-04-30 17:00,nan,0.6,18.0,38.0,1.0,121.507972,25.046503,13
萬華,臺北市,93,臭氧八小時,普通,0.7,0.56,71.0,68.0,37.0,19.0,24.1,28.7,4.6,2.2,24,2021-04-30 16:00,nan,0.7,19.0,38.0,1.0,121.507972,25.046503,13
萬華,臺北市,71,臭氧八小時,普通,0.9,0.58,80.1,61.0,44.0,21.0,24.9,29.1,4.2,2.3,17,2021-04-30 15:00,nan,0.7,18.0,37.0,1.0,121.507972,25.046503,13
萬華,臺北市,55,細懸浮微粒,普通,1.5,0.67,109.0,53.0,52.0,26.0,26.6,29.8,3.1,1.7,276,2021-04-30 14:00,nan,0.7,17.0,35.0,1.0,121.507972,25.046503,13
萬華,臺北市,48,nan,良好,1.7,0.78,102.7,41.0,47.0,24.0,26.5,30.5,3.9,1.7,307,2021-04-30 13:00,nan,0.6,15.0,30.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,2.6,0.53,76.0,31.0,35.0,15.0,16.2,19.8,3.6,1.2,295,2021-04-30 12:00,nan,0.6,13.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,52,二氧化氮,普通,3.0,0.94,59.4,24.0,34.0,19.0,33.5,40.7,7.1,1.1,255,2021-04-30 11:00,nan,0.5,13.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,47,nan,良好,1.8,0.81,33.8,19.0,25.0,12.0,28.6,40.7,12.1,1.1,293,2021-04-30 10:00,nan,0.5,10.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,50,nan,良好,0.9,1,19.0,17.0,nan,18.0,30.7,52.2,21.4,1,321,2021-04-30 09:00,nan,0.4,10.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,30,nan,良好,0.1,0.61,14.4,16.0,20.0,10.0,18.6,32.7,14.0,0.7,304,2021-04-30 08:00,nan,0.3,9.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,29,nan,良好,0.0,0.38,11.3,15.0,15.0,4.0,14.2,22.7,8.4,0.9,158,2021-04-30 07:00,nan,0.3,9.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,34,nan,良好,0.0,0.32,15.3,15.0,20.0,6.0,9.9,12.2,2.3,1.1,164,2021-04-30 06:00,nan,0.4,10.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,36,nan,良好,0.0,0.27,20.8,13.0,19.0,9.0,7.0,8.8,1.8,0.6,193,2021-04-30 05:00,nan,0.5,11.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,36,nan,良好,0.1,0.29,20.8,11.0,23.0,11.0,7.5,9.2,1.7,1.2,174,2021-04-30 04:00,nan,0.6,11.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,36,nan,良好,0.4,0.35,19.8,9.0,18.0,11.0,11.3,14.2,2.9,0.8,178,2021-04-30 03:00,nan,0.7,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,37,nan,良好,0.7,0.46,16.3,10.0,25.0,8.0,16.6,19.7,3.0,1.1,162,2021-04-30 02:00,nan,0.8,12.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,40,nan,良好,1.5,0.48,14.2,10.0,19.0,8.0,15.9,19.1,3.2,0.7,170,2021-04-30 01:00,nan,0.8,12.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,45,nan,良好,2.7,0.63,8.3,13.0,18.0,10.0,23.8,32.8,9.0,0.5,188,2021-04-30 00:00,nan,0.8,14.0,25.0,1.0,121.507972,25.046503,13
萬華,臺北市,47,nan,良好,3.5,0.67,7.7,16.0,23.0,12.0,25.8,34.8,8.9,0.5,162,2021-04-29 23:00,nan,0.7,15.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,53,二氧化氮,普通,4.3,1,2.7,19.0,29.0,14.0,34.5,57.0,22.4,1,86,2021-04-29 22:00,nan,0.7,15.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,64,二氧化氮,普通,4.5,1.47,2.0,23.0,36.0,19.0,49.7,93.7,44.0,0.9,172,2021-04-29 21:00,nan,0.7,15.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,60,二氧化氮,普通,2.8,1.01,7.6,27.0,30.0,16.0,44.9,68.5,23.6,0.5,49,2021-04-29 20:00,nan,0.5,14.0,24.0,1.0,121.507972,25.046503,13
萬華,臺北市,53,二氧化氮,普通,2.2,0.68,22.9,30.0,32.0,17.0,34.2,41.3,7.1,1.3,104,2021-04-29 19:00,nan,0.4,13.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,56,二氧化氮,普通,2.4,0.61,22.2,30.0,31.0,16.0,38.1,46.3,8.2,0.9,112,2021-04-29 18:00,nan,0.4,12.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,50,nan,良好,1.3,0.48,32.9,32.0,27.0,11.0,30.0,36.8,6.8,1.1,61,2021-04-29 17:00,nan,0.4,12.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,42,nan,良好,1.5,0.47,34.8,32.0,21.0,15.0,25.6,33.9,8.3,1.6,77,2021-04-29 16:00,nan,0.4,12.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,47,nan,良好,1.9,0.46,32.8,32.0,21.0,16.0,28.1,35.6,7.4,1.4,61,2021-04-29 15:00,nan,0.4,11.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,45,nan,良好,1.7,0.44,32.8,34.0,14.0,13.0,27.7,35.4,7.7,2,64,2021-04-29 14:00,nan,0.4,10.0,13.0,1.0,121.507972,25.046503,13
萬華,臺北市,43,nan,良好,1.0,0.41,33.0,37.0,14.0,10.0,26.4,33.4,7.0,1.4,57,2021-04-29 13:00,nan,0.4,9.0,12.0,1.0,121.507972,25.046503,13
萬華,臺北市,48,nan,良好,1.1,0.42,29.1,37.0,18.0,10.0,29.0,36.0,6.9,1.6,85,2021-04-29 12:00,nan,0.4,9.0,11.0,1.0,121.507972,25.046503,13
萬華,臺北市,48,nan,良好,1.0,0.47,29.9,34.0,11.0,8.0,29.7,38.9,9.2,1.6,80,2021-04-29 11:00,nan,0.4,9.0,10.0,1.0,121.507972,25.046503,13
萬華,臺北市,47,nan,良好,0.6,0.51,33.0,31.0,6.0,6.0,28.0,34.0,6.0,1.2,96,2021-04-29 10:00,nan,0.4,9.0,10.0,1.0,121.507972,25.046503,13
萬華,臺北市,30,nan,良好,0.4,0.52,31.1,29.0,9.0,7.0,nan,nan,nan,1.4,86,2021-04-29 09:00,nan,0.3,9.0,10.0,1.0,121.507972,25.046503,13
萬華,臺北市,37,nan,良好,0.1,0.41,37.7,26.0,12.0,9.0,22.6,24.7,2.0,1.8,81,2021-04-29 08:00,nan,0.3,10.0,11.0,1.0,121.507972,25.046503,13
萬華,臺北市,33,nan,良好,0.3,0.37,48.7,22.0,6.0,6.0,14.8,16.1,1.2,2.2,96,2021-04-29 07:00,nan,0.3,10.0,12.0,1.0,121.507972,25.046503,13
萬華,臺北市,38,nan,良好,0.7,0.33,57.2,17.0,6.0,6.0,7.6,7.9,0.2,1.8,96,2021-04-29 06:00,nan,0.3,12.0,14.0,1.0,121.507972,25.046503,13
萬華,臺北市,41,nan,良好,1.3,0.28,30.2,11.0,10.0,9.0,9.4,10.9,1.4,1.2,91,2021-04-29 05:00,nan,0.4,13.0,15.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,1.4,0.43,6.9,7.0,23.0,14.0,22.2,23.6,1.3,0.6,44,2021-04-29 04:00,nan,0.4,14.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,1.3,0.38,11.0,7.0,19.0,18.0,21.8,22.5,0.7,0.5,84,2021-04-29 03:00,nan,0.4,14.0,15.0,1.0,121.507972,25.046503,13
