SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,31.0,nan,良好,1.3,0.32,30.6,29.0,21.0,9.0,18.6,19.9,1.3,2.4,107,2021-10-31 23:00,nan,0.3,10.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,1.4,0.36,27.7,30.0,24.0,7.0,21.1,22.4,1.2,1.6,109,2021-10-31 22:00,nan,0.3,10.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,1.2,0.35,28.9,31.0,18.0,10.0,18.3,19.6,1.2,1.8,98,2021-10-31 21:00,nan,0.3,11.0,20.0,1.0,121.507972,25.046503,13
萬華,臺北市,37.0,nan,良好,1.2,0.36,26.5,33.0,20.0,11.0,21.6,23.1,1.5,2.4,111,2021-10-31 20:00,nan,0.2,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,36.0,nan,良好,1.3,0.34,28.3,34.0,21.0,12.0,19.9,21.3,1.4,1.6,104,2021-10-31 19:00,nan,0.2,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,2.1,0.35,29.4,36.0,21.0,11.0,21.3,22.6,1.3,2.1,91,2021-10-31 18:00,nan,0.2,10.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,1.3,0.32,29.0,38.0,27.0,12.0,18.7,20.4,1.7,2.3,102,2021-10-31 17:00,nan,0.2,11.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,1.5,0.28,33.1,38.0,19.0,9.0,15.7,17.9,2.2,2.5,101,2021-10-31 16:00,nan,0.2,11.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,35.0,nan,良好,2.4,0.25,37.2,35.0,21.0,7.0,11.3,13.5,2.1,2.7,109,2021-10-31 15:00,nan,0.3,11.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,37.0,nan,良好,1.3,0.22,41.0,34.0,18.0,11.0,8.8,11.2,2.4,3.1,108,2021-10-31 14:00,nan,0.3,11.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,38.0,nan,良好,1.5,0.23,39.8,33.0,21.0,11.0,9.3,11.5,2.1,2.9,89,2021-10-31 13:00,nan,0.3,12.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,40.0,nan,良好,1.5,0.24,41.1,33.0,24.0,9.0,10.4,13.2,2.8,3,110,2021-10-31 12:00,nan,0.3,12.0,24.0,1.0,121.507972,25.046503,13
萬華,臺北市,43.0,nan,良好,1.4,0.25,41.5,33.0,21.0,10.0,10.9,13.3,2.4,2.4,99,2021-10-31 11:00,nan,0.3,13.0,24.0,0.0,121.507972,25.046503,13
萬華,臺北市,44.0,nan,良好,1.3,0.28,41.9,33.0,21.0,15.0,12.7,15.2,2.5,3,94,2021-10-31 10:00,nan,0.3,13.0,24.0,0.0,121.507972,25.046503,13
萬華,臺北市,43.0,nan,良好,1.2,0.46,31.5,34.0,29.0,16.0,20.9,28.2,7.2,1.9,123,2021-10-31 09:00,nan,0.3,13.0,24.0,0.0,121.507972,25.046503,13
萬華,臺北市,50.0,nan,良好,0.9,0.66,11.6,36.0,28.0,15.0,30.0,37.4,7.4,0.5,2,2021-10-31 08:00,nan,0.3,13.0,24.0,0.0,121.507972,25.046503,13
萬華,臺北市,41.0,nan,良好,0.9,0.33,23.6,40.0,21.0,10.0,12.5,13.4,0.9,0.9,157,2021-10-31 07:00,nan,0.2,13.0,24.0,0.0,121.507972,25.046503,13
