SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
萬華,臺北市,100,細懸浮微粒,普通,7.0,1.69,0.6,6.0,66.0,41.0,48.9,98.7,49.8,1.1,147,2021-03-31 23:00,nan,1.1,35.0,61.0,3.0,121.507972,25.046503,13
萬華,臺北市,98,細懸浮微粒,普通,6.5,1.48,0.6,8.0,77.0,39.0,49.2,89.6,40.4,0.8,260,2021-03-31 22:00,nan,1,34.0,60.0,3.0,121.507972,25.046503,13
萬華,臺北市,95,細懸浮微粒,普通,5.4,1.19,1.7,10.0,55.0,36.0,45.2,63.2,18.0,1.4,80,2021-03-31 21:00,nan,0.9,33.0,57.0,3.0,121.507972,25.046503,13
萬華,臺北市,92,細懸浮微粒,普通,6.1,1.2,4.2,13.0,71.0,37.0,42.5,52.3,9.7,1,153,2021-03-31 20:00,nan,0.8,32.0,56.0,3.0,121.507972,25.046503,13
萬華,臺北市,89,細懸浮微粒,普通,5.5,1.14,6.7,14.0,72.0,38.0,43.6,50.8,7.1,1.4,269,2021-03-31 19:00,nan,0.8,31.0,51.0,3.0,121.507972,25.046503,13
萬華,臺北市,82,細懸浮微粒,普通,4.5,0.92,11.8,16.0,63.0,34.0,41.3,46.2,4.8,1,295,2021-03-31 18:00,nan,0.7,28.0,46.0,2.0,121.507972,25.046503,13
萬華,臺北市,78,細懸浮微粒,普通,3.6,0.79,14.9,18.0,59.0,33.0,39.7,45.9,6.1,0.8,274,2021-03-31 17:00,nan,0.8,26.0,40.0,2.0,121.507972,25.046503,13
萬華,臺北市,73,細懸浮微粒,普通,3.5,0.85,12.3,17.0,48.0,34.0,41.1,49.5,8.3,0.9,13,2021-03-31 16:00,nan,0.8,24.0,35.0,2.0,121.507972,25.046503,13
萬華,臺北市,66,細懸浮微粒,普通,3.2,0.8,15.2,17.0,46.0,26.0,38.0,46.0,8.0,1.2,22,2021-03-31 15:00,nan,0.8,22.0,33.0,2.0,121.507972,25.046503,13
萬華,臺北市,66,細懸浮微粒,普通,2.8,0.75,20.7,16.0,35.0,29.0,32.6,40.4,7.7,1,314,2021-03-31 14:00,nan,0.8,21.0,30.0,2.0,121.507972,25.046503,13
萬華,臺北市,63,細懸浮微粒,普通,3.1,0.68,20.8,15.0,36.0,24.0,28.9,38.1,9.1,1.4,275,2021-03-31 13:00,nan,0.8,20.0,29.0,2.0,121.507972,25.046503,13
萬華,臺北市,61,細懸浮微粒,普通,3.7,0.71,10.8,15.0,35.0,19.0,29.1,44.6,15.4,1.8,277,2021-03-31 12:00,nan,0.7,20.0,29.0,1.0,121.507972,25.046503,13
萬華,臺北市,58,細懸浮微粒,普通,5.4,0.78,28.4,16.0,31.0,28.0,28.5,36.6,8.1,2.2,289,2021-03-31 11:00,nan,0.7,18.0,26.0,1.0,121.507972,25.046503,13
萬華,臺北市,54,二氧化氮,普通,3.9,1.18,22.1,15.0,37.0,25.0,35.7,51.6,15.9,1.2,12,2021-03-31 10:00,nan,0.7,15.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,41,nan,良好,3.7,1.37,13.0,14.0,37.0,23.0,nan,nan,nan,0.9,285,2021-03-31 09:00,nan,0.6,13.0,19.0,1.0,121.507972,25.046503,13
萬華,臺北市,40,nan,良好,2.7,0.88,6.6,14.0,19.0,11.0,24.4,42.4,18.0,1,290,2021-03-31 08:00,nan,0.5,11.0,16.0,1.0,121.507972,25.046503,13
萬華,臺北市,39,nan,良好,2.5,0.56,7.5,14.0,15.0,9.0,19.8,27.4,7.6,0.5,184,2021-03-31 07:00,nan,0.4,12.0,17.0,1.0,121.507972,25.046503,13
萬華,臺北市,41,nan,良好,3.2,0.47,12.8,15.0,7.0,9.0,16.8,18.5,1.6,1,80,2021-03-31 06:00,nan,0.4,13.0,18.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,2.3,0.37,23.9,14.0,18.0,11.0,11.4,12.3,0.9,1,68,2021-03-31 05:00,nan,0.4,14.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,45,nan,良好,1.3,0.4,18.4,11.0,25.0,14.0,11.2,12.4,1.1,1.4,60,2021-03-31 04:00,nan,0.4,14.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,1.7,0.45,16.4,9.0,17.0,13.0,12.6,14.8,2.2,0.8,21,2021-03-31 03:00,nan,0.5,14.0,21.0,1.0,121.507972,25.046503,13
萬華,臺北市,44,nan,良好,2.5,0.45,16.1,7.0,21.0,14.0,18.0,19.5,1.5,0.7,73,2021-03-31 02:00,nan,0.5,14.0,22.0,1.0,121.507972,25.046503,13
萬華,臺北市,45,nan,良好,4.8,0.53,12.0,5.0,14.0,11.0,24.4,27.8,3.3,1.3,92,2021-03-31 01:00,nan,0.6,14.0,23.0,1.0,121.507972,25.046503,13
萬華,臺北市,52,細懸浮微粒,普通,3.8,0.53,11.0,5.0,14.0,11.0,28.9,33.1,4.1,0.9,80,2021-03-31 00:00,nan,0.5,16.0,27.0,1.0,121.507972,25.046503,13
萬華,臺北市,56,細懸浮微粒,普通,1.0,0.54,11.7,5.0,19.0,10.0,27.1,31.8,4.6,0.8,77,2021-03-30 23:00,nan,0.5,18.0,31.0,1.0,121.507972,25.046503,13
